tempo,altura
1,0.006366197723675813
2,0.012732395447351627
3,0.01909859317102744
4,0.025464790894703253
5,0.03183098861837907
6,0.03819718634205488
7,0.04456338406573069
8,0.0509295817894065
9,0.05729577951308231
10,0.06366197723675812
11,0.07002817496043394
12,0.07639437268410976
13,0.08276057040778557
14,0.08912676813146139
15,0.09549296585513721
16,0.10185916357881303
17,0.10822536130248885
18,0.11459155902616466
19,0.12095775674984048
20,0.1273239544735163
21,0.1336901521971921
22,0.1400563499208679
23,0.1464225476445437
24,0.15278874536821951
25,0.15915494309189532
26,0.16552114081557112
27,0.17188733853924693
28,0.17825353626292273
29,0.18461973398659853
30,0.19098593171027434
31,0.19735212943395014
32,0.20371832715762594
33,0.21008452488130175
34,0.21645072260497755
35,0.22281692032865336
36,0.22918311805232916
37,0.23554931577600496
38,0.24191551349968077
39,0.24828171122335657
40,0.2546479089470324
41,0.2610141066707082
42,0.267380304394384
43,0.2737465021180598
44,0.2801126998417356
45,0.2864788975654114
46,0.2928450952890872
47,0.299211293012763
48,0.3055774907364388
49,0.3119436884601146
50,0.3183098861837904
51,0.3246760839074662
52,0.331042281631142
53,0.3374084793548178
54,0.34377467707849363
55,0.35014087480216943
56,0.35650707252584524
57,0.36287327024952104
58,0.36923946797319684
59,0.37560566569687265
60,0.38197186342054845
61,0.38833806114422426
62,0.39470425886790006
63,0.40107045659157586
64,0.40743665431525167
65,0.41380285203892747
66,0.4201690497626033
67,0.4265352474862791
68,0.4329014452099549
69,0.4392676429336307
70,0.4456338406573065
71,0.4520000383809823
72,0.4583662361046581
73,0.4647324338283339
74,0.4710986315520097
75,0.4774648292756855
76,0.4838310269993613
77,0.4901972247230371
78,0.4965634224467129
79,0.5029296201703888
80,0.5092958178940646
81,0.5156620156177405
82,0.5220282133414164
83,0.5283944110650922
84,0.5347606087887681
85,0.5411268065124439
86,0.5474930042361198
87,0.5538592019597957
88,0.5602253996834715
89,0.5665915974071474
90,0.5729577951308232
91,0.5793239928544991
92,0.585690190578175
93,0.5920563883018508
94,0.5984225860255267
95,0.6047887837492025
96,0.6111549814728784
97,0.6175211791965542
98,0.6238873769202301
99,0.630253574643906
100,0.6366197723675818
101,0.6429859700912577
102,0.6493521678149335
103,0.6557183655386094
104,0.6620845632622853
105,0.6684507609859611
106,0.674816958709637
107,0.6811831564333128
108,0.6875493541569887
109,0.6939155518806646
110,0.7002817496043404
111,0.7066479473280163
112,0.7130141450516921
113,0.719380342775368
114,0.7257465404990439
115,0.7321127382227197
116,0.7384789359463956
117,0.7448451336700714
118,0.7512113313937473
119,0.7575775291174232
120,0.763943726841099
121,0.7703099245647749
122,0.7766761222884507
123,0.7830423200121266
124,0.7894085177358025
125,0.7957747154594783
126,0.8021409131831542
127,0.80850711090683
128,0.8148733086305059
129,0.8212395063541817
130,0.8276057040778576
131,0.8339719018015335
132,0.8403380995252093
133,0.8467042972488852
134,0.853070494972561
135,0.8594366926962369
136,0.8658028904199128
137,0.8721690881435886
138,0.8785352858672645
139,0.8849014835909403
140,0.8912676813146162
141,0.8976338790382921
142,0.9040000767619679
143,0.9103662744856438
144,0.9167324722093196
145,0.9230986699329955
146,0.9294648676566714
147,0.9358310653803472
148,0.9421972631040231
149,0.9485634608276989
150,0.9549296585513748
151,0.9612958562750507
152,0.9676620539987265
153,0.9740282517224024
154,0.9803944494460782
155,0.9867606471697541
156,0.99312684489343
157,0.9994930426171058
158,1.0058592403407816
159,1.0122254380644573
160,1.018591635788133
161,1.0249578335118088
162,1.0313240312354846
163,1.0376902289591603
164,1.044056426682836
165,1.0504226244065118
166,1.0567888221301875
167,1.0631550198538633
168,1.069521217577539
169,1.0758874153012148
170,1.0822536130248905
171,1.0886198107485663
172,1.094986008472242
173,1.1013522061959178
174,1.1077184039195935
175,1.1140846016432693
176,1.120450799366945
177,1.1268169970906208
178,1.1331831948142965
179,1.1395493925379723
180,1.145915590261648
181,1.1522817879853238
182,1.1586479857089995
183,1.1650141834326753
184,1.171380381156351
185,1.1777465788800268
186,1.1841127766037025
187,1.1904789743273783
188,1.196845172051054
189,1.2032113697747298
190,1.2095775674984055
191,1.2159437652220813
192,1.222309962945757
193,1.2286761606694327
194,1.2350423583931085
195,1.2414085561167842
196,1.24777475384046
197,1.2541409515641357
198,1.2605071492878115
199,1.2668733470114872
200,1.273239544735163
201,1.2796057424588387
202,1.2859719401825145
203,1.2923381379061902
204,1.298704335629866
205,1.3050705333535417
206,1.3114367310772175
207,1.3178029288008932
208,1.324169126524569
209,1.3305353242482447
210,1.3369015219719205
211,1.3432677196955962
212,1.349633917419272
213,1.3560001151429477
214,1.3623663128666235
215,1.3687325105902992
216,1.375098708313975
217,1.3814649060376507
218,1.3878311037613265
219,1.3941973014850022
220,1.400563499208678
221,1.4069296969323537
222,1.4132958946560294
223,1.4196620923797052
224,1.426028290103381
225,1.4323944878270567
226,1.4387606855507324
227,1.4451268832744082
228,1.451493080998084
229,1.4578592787217597
230,1.4642254764454354
231,1.4705916741691112
232,1.476957871892787
233,1.4833240696164627
234,1.4896902673401384
235,1.4960564650638142
236,1.50242266278749
237,1.5087888605111657
238,1.5151550582348414
239,1.5215212559585172
240,1.527887453682193
241,1.5342536514058687
242,1.5406198491295444
243,1.5469860468532202
244,1.553352244576896
245,1.5597184423005717
246,1.5660846400242474
247,1.5724508377479232
248,1.578817035471599
249,1.5851832331952747
250,1.5915494309189504
251,1.5979156286426262
252,1.604281826366302
253,1.6106480240899776
254,1.6170142218136534
255,1.6233804195373291
256,1.629746617261005
257,1.6361128149846806
258,1.6424790127083564
259,1.6488452104320321
260,1.6552114081557079
261,1.6615776058793836
262,1.6679438036030594
263,1.6743100013267351
264,1.6806761990504109
265,1.6870423967740866
266,1.6934085944977624
267,1.6997747922214381
268,1.7061409899451139
269,1.7125071876687896
270,1.7188733853924654
271,1.7252395831161411
272,1.7316057808398169
273,1.7379719785634926
274,1.7443381762871684
275,1.750704374010844
276,1.7570705717345199
277,1.7634367694581956
278,1.7698029671818714
279,1.776169164905547
280,1.7825353626292229
281,1.7889015603528986
282,1.7952677580765743
283,1.80163395580025
284,1.8080001535239258
285,1.8143663512476016
286,1.8207325489712773
287,1.827098746694953
288,1.8334649444186288
289,1.8398311421423046
290,1.8461973398659803
291,1.852563537589656
292,1.8589297353133318
293,1.8652959330370076
294,1.8716621307606833
295,1.878028328484359
296,1.8843945262080348
297,1.8907607239317106
298,1.8971269216553863
299,1.903493119379062
300,1.9098593171027378
301,1.9162255148264136
302,1.9225917125500893
303,1.928957910273765
304,1.9353241079974408
305,1.9416903057211166
306,1.9480565034447923
307,1.954422701168468
308,1.9607888988921438
309,1.9671550966158196
310,1.9735212943394953
311,1.979887492063171
312,1.9862536897868468
313,1.9926198875105225
314,1.9989860852341983
315,2.0053522829578743
316,2.0117184806815502
317,2.018084678405226
318,2.024450876128902
319,2.030817073852578
320,2.037183271576254
321,2.04354946929993
322,2.049915667023606
323,2.056281864747282
324,2.062648062470958
325,2.069014260194634
326,2.07538045791831
327,2.081746655641986
328,2.088112853365662
329,2.094479051089338
330,2.100845248813014
331,2.10721144653669
332,2.1135776442603658
333,2.1199438419840417
334,2.1263100397077177
335,2.1326762374313937
336,2.1390424351550696
337,2.1454086328787456
338,2.1517748306024216
339,2.1581410283260976
340,2.1645072260497735
341,2.1708734237734495
342,2.1772396214971255
343,2.1836058192208014
344,2.1899720169444774
345,2.1963382146681534
346,2.2027044123918293
347,2.2090706101155053
348,2.2154368078391813
349,2.2218030055628573
350,2.2281692032865332
351,2.234535401010209
352,2.240901598733885
353,2.247267796457561
354,2.253633994181237
355,2.260000191904913
356,2.266366389628589
357,2.272732587352265
358,2.279098785075941
359,2.285464982799617
360,2.291831180523293
361,2.298197378246969
362,2.304563575970645
363,2.310929773694321
364,2.317295971417997
365,2.323662169141673
366,2.3300283668653488
367,2.3363945645890247
368,2.3427607623127007
369,2.3491269600363767
370,2.3554931577600526
371,2.3618593554837286
372,2.3682255532074046
373,2.3745917509310805
374,2.3809579486547565
375,2.3873241463784325
376,2.3936903441021085
377,2.4000565418257844
378,2.4064227395494604
379,2.4127889372731364
380,2.4191551349968123
381,2.4255213327204883
382,2.4318875304441643
383,2.4382537281678403
384,2.444619925891516
385,2.450986123615192
386,2.457352321338868
387,2.463718519062544
388,2.47008471678622
389,2.476450914509896
390,2.482817112233572
391,2.489183309957248
392,2.495549507680924
393,2.5019157054046
394,2.508281903128276
395,2.514648100851952
396,2.521014298575628
397,2.527380496299304
398,2.53374669402298
399,2.5401128917466558
400,2.5464790894703317
401,2.5528452871940077
402,2.5592114849176837
403,2.5655776826413597
404,2.5719438803650356
405,2.5783100780887116
406,2.5846762758123876
407,2.5910424735360635
408,2.5974086712597395
409,2.6037748689834155
410,2.6101410667070915
411,2.6165072644307674
412,2.6228734621544434
413,2.6292396598781194
414,2.6356058576017953
415,2.6419720553254713
416,2.6483382530491473
417,2.6547044507728232
418,2.661070648496499
419,2.667436846220175
420,2.673803043943851
421,2.680169241667527
422,2.686535439391203
423,2.692901637114879
424,2.699267834838555
425,2.705634032562231
426,2.712000230285907
427,2.718366428009583
428,2.724732625733259
429,2.731098823456935
430,2.737465021180611
431,2.743831218904287
432,2.750197416627963
433,2.7565636143516388
434,2.7629298120753147
435,2.7692960097989907
436,2.7756622075226667
437,2.7820284052463427
438,2.7883946029700186
439,2.7947608006936946
440,2.8011269984173706
441,2.8074931961410465
442,2.8138593938647225
443,2.8202255915883985
444,2.8265917893120744
445,2.8329579870357504
446,2.8393241847594264
447,2.8456903824831024
448,2.8520565802067783
449,2.8584227779304543
450,2.8647889756541303
451,2.8711551733778062
452,2.877521371101482
453,2.883887568825158
454,2.890253766548834
455,2.89661996427251
456,2.902986161996186
457,2.909352359719862
458,2.915718557443538
459,2.922084755167214
460,2.92845095289089
461,2.934817150614566
462,2.941183348338242
463,2.947549546061918
464,2.953915743785594
465,2.96028194150927
466,2.966648139232946
467,2.9730143369566218
468,2.9793805346802977
469,2.9857467324039737
470,2.9921129301276497
471,2.9984791278513256
472,3.0048453255750016
473,3.0112115232986776
474,3.0175777210223536
475,3.0239439187460295
476,3.0303101164697055
477,3.0366763141933815
478,3.0430425119170574
479,3.0494087096407334
480,3.0557749073644094
481,3.0621411050880853
482,3.0685073028117613
483,3.0748735005354373
484,3.0812396982591133
485,3.0876058959827892
486,3.093972093706465
487,3.100338291430141
488,3.106704489153817
489,3.113070686877493
490,3.119436884601169
491,3.125803082324845
492,3.132169280048521
493,3.138535477772197
494,3.144901675495873
495,3.151267873219549
496,3.157634070943225
497,3.164000268666901
498,3.170366466390577
499,3.176732664114253
500,3.183098861837929
501,3.1894650595616048
502,3.1958312572852807
503,3.2021974550089567
504,3.2085636527326327
505,3.2149298504563086
506,3.2212960481799846
507,3.2276622459036606
508,3.2340284436273365
509,3.2403946413510125
510,3.2467608390746885
511,3.2531270367983645
512,3.2594932345220404
513,3.2658594322457164
514,3.2722256299693924
515,3.2785918276930683
516,3.2849580254167443
517,3.2913242231404203
518,3.2976904208640963
519,3.304056618587772
520,3.310422816311448
521,3.316789014035124
522,3.3231552117588
523,3.329521409482476
524,3.335887607206152
525,3.342253804929828
526,3.348620002653504
527,3.35498620037718
528,3.361352398100856
529,3.367718595824532
530,3.374084793548208
531,3.380450991271884
532,3.38681718899556
533,3.393183386719236
534,3.3995495844429118
535,3.4059157821665877
536,3.4122819798902637
537,3.4186481776139397
538,3.4250143753376157
539,3.4313805730612916
540,3.4377467707849676
541,3.4441129685086436
542,3.4504791662323195
543,3.4568453639559955
544,3.4632115616796715
545,3.4695777594033475
546,3.4759439571270234
547,3.4823101548506994
548,3.4886763525743754
549,3.4950425502980513
550,3.5014087480217273
551,3.5077749457454033
552,3.5141411434690792
553,3.520507341192755
554,3.526873538916431
555,3.533239736640107
556,3.539605934363783
557,3.545972132087459
558,3.552338329811135
559,3.558704527534811
560,3.565070725258487
561,3.571436922982163
562,3.577803120705839
563,3.584169318429515
564,3.590535516153191
565,3.596901713876867
566,3.603267911600543
567,3.609634109324219
568,3.6160003070478948
569,3.6223665047715707
570,3.6287327024952467
571,3.6350989002189227
572,3.6414650979425986
573,3.6478312956662746
574,3.6541974933899506
575,3.6605636911136266
576,3.6669298888373025
577,3.6732960865609785
578,3.6796622842846545
579,3.6860284820083304
580,3.6923946797320064
581,3.6987608774556824
582,3.7051270751793584
583,3.7114932729030343
584,3.7178594706267103
585,3.7242256683503863
586,3.7305918660740622
587,3.736958063797738
588,3.743324261521414
589,3.74969045924509
590,3.756056656968766
591,3.762422854692442
592,3.768789052416118
593,3.775155250139794
594,3.78152144786347
595,3.787887645587146
596,3.794253843310822
597,3.800620041034498
598,3.806986238758174
599,3.81335243648185
600,3.819718634205526
601,3.826084831929202
602,3.8324510296528778
603,3.8388172273765537
604,3.8451834251002297
605,3.8515496228239057
606,3.8579158205475816
607,3.8642820182712576
608,3.8706482159949336
609,3.8770144137186096
610,3.8833806114422855
611,3.8897468091659615
612,3.8961130068896375
613,3.9024792046133134
614,3.9088454023369894
615,3.9152116000606654
616,3.9215777977843413
617,3.9279439955080173
618,3.9343101932316933
619,3.9406763909553693
620,3.9470425886790452
621,3.953408786402721
622,3.959774984126397
623,3.966141181850073
624,3.972507379573749
625,3.978873577297425
626,3.985239775021101
627,3.991605972744777
628,3.997972170468453
629,4.004338368192129
630,4.0107045659158045
631,4.01707076363948
632,4.0234369613631555
633,4.029803159086831
634,4.036169356810507
635,4.042535554534182
636,4.048901752257858
637,4.055267949981533
638,4.061634147705209
639,4.068000345428884
640,4.07436654315256
641,4.080732740876235
642,4.087098938599911
643,4.093465136323586
644,4.099831334047262
645,4.106197531770937
646,4.112563729494613
647,4.118929927218288
648,4.125296124941964
649,4.1316623226656395
650,4.138028520389315
651,4.1443947181129905
652,4.150760915836666
653,4.157127113560342
654,4.163493311284017
655,4.169859509007693
656,4.176225706731368
657,4.182591904455044
658,4.188958102178719
659,4.195324299902395
660,4.20169049762607
661,4.208056695349746
662,4.214422893073421
663,4.220789090797097
664,4.227155288520772
665,4.233521486244448
666,4.239887683968123
667,4.246253881691799
668,4.2526200794154745
669,4.25898627713915
670,4.2653524748628255
671,4.271718672586501
672,4.278084870310177
673,4.284451068033852
674,4.290817265757528
675,4.297183463481203
676,4.303549661204879
677,4.309915858928554
678,4.31628205665223
679,4.322648254375905
680,4.329014452099581
681,4.335380649823256
682,4.341746847546932
683,4.348113045270607
684,4.354479242994283
685,4.360845440717958
686,4.367211638441634
687,4.3735778361653095
688,4.379944033888985
689,4.3863102316126605
690,4.392676429336336
691,4.399042627060012
692,4.405408824783687
693,4.411775022507363
694,4.418141220231038
695,4.424507417954714
696,4.430873615678389
697,4.437239813402065
698,4.44360601112574
699,4.449972208849416
700,4.456338406573091
701,4.462704604296767
702,4.469070802020442
703,4.475436999744118
704,4.481803197467793
705,4.488169395191469
706,4.4945355929151445
707,4.50090179063882
708,4.5072679883624955
709,4.513634186086171
710,4.520000383809847
711,4.526366581533522
