tempo,altura
1,0.006366197723675813
2,0.012709907582626124
3,0.01904433076022932
4,0.025371633731029027
5,0.0316929380673846
6,0.038008960556706176
7,0.044320210373305066
8,0.05062707335403333
9,0.056929854971889585
10,0.06322880487755153
11,0.06952413207701044
12,0.07581601489232098
13,0.08210460780686449
14,0.08839004634617309
15,0.09467245066468771
16,0.10095192824876736
17,0.10722857599764064
18,0.11350248185508521
19,0.11977372610934893
20,0.12604238244330868
21,0.13230851879337532
22,0.13857219805972562
23,0.14483347869939778
24,0.15109241522597788
25,0.15734905863398124
26,0.1636034567619208
27,0.16985565460500246
28,0.17610569458609185
29,0.1823536167918506
30,0.18859945917959514
31,0.19484325775938632
32,0.20108504675503747
33,0.20732485874707873
34,0.21356272480019736
35,0.21979867457725608
36,0.22603273644165436
37,0.23226493754952152
38,0.23849530393300425
39,0.24472386057572565
40,0.25095063148133645
41,0.25717563973595137
42,0.26339890756515416
43,0.2696204563861645
44,0.2758403068556816
45,0.2820584789138554
46,0.2882749918247782
47,0.29448986421384427
48,0.30070311410228057
49,0.3069147589391199
50,0.31312481563085354
51,0.31933330056897646
52,0.3255402296556134
53,0.3317456183273946
54,0.3379494815777315
55,0.3441518339776289
56,0.35035268969515293
57,0.3565520625136666
58,0.36274996584892993
59,0.36894641276515455
60,0.3751414159900937
61,0.3813349879292404
62,0.387527140679201
63,0.39371788604030417
64,0.39990723552850094
65,0.4060952003866062
66,0.41228179159492767
67,0.4184670198813248
68,0.42465089573073583
69,0.43083342939420954
70,0.4370146308974731
71,0.4431945100490674
72,0.4493730764480767
73,0.45555033949147883
74,0.4617263083811387
75,0.46790099213046843
76,0.47407439957077274
77,0.4802465393572998
78,0.4864174199750137
79,0.49258704974410605
80,0.49875543682526047
81,0.5049225892246847
82,0.5110885147989234
83,0.5172532212594633
84,0.5234167161771429
85,0.5295790069863763
86,0.5357401009892012
87,0.5419000053591619
88,0.5480587271450337
89,0.5542162732743977
90,0.5603726505570751
91,0.5665278656884253
92,0.5726819252525172
93,0.5788348357251781
94,0.5849866034769278
95,0.5911372347758012
96,0.5972867357900675
97,0.6034351125908489
98,0.6095823711546435
99,0.6157285173657584
100,0.6218735570186555
101,0.6280174958202147
102,0.6341603393919182
103,0.640302093271959
104,0.6464427629172775
105,0.6525823537055292
106,0.6587208709369857
107,0.6648583198363732
108,0.67099470555465
109,0.6771300331707262
110,0.6832643076931274
111,0.6893975340616059
112,0.6955297171486997
113,0.7016608617612438
114,0.7077909726418324
115,0.7139200544702384
116,0.720048111864787
117,0.7261751493836893
118,0.7323011715263351
119,0.738426182734547
120,0.7445501873937972
121,0.7506731898343896
122,0.7567951943326063
123,0.7629162051118217
124,0.7690362263435843
125,0.775155262148668
126,0.7812733165980943
127,0.7873903937141244
128,0.7935064974712259
129,0.7996216317970108
130,0.8057358005731498
131,0.81184900763626
132,0.8179612567787707
133,0.8240725517497643
134,0.8301828962557962
135,0.8362922939616925
136,0.842400748491327
137,0.8485082634283786
138,0.8546148423170685
139,0.8607204886628793
140,0.866825205933255
141,0.8729289975582842
142,0.8790318669313664
143,0.8851338174098607
144,0.8912348523157199
145,0.8973349749361077
146,0.9034341885240024
147,0.9095324962987846
148,0.9156299014468123
149,0.9217264071219808
150,0.9278220164462708
151,0.9339167325102826
152,0.9400105583737584
153,0.9461034970660921
154,0.9521955515868283
155,0.9582867249061487
156,0.9643770199653481
157,0.9704664396772996
158,0.9765549869269097
159,0.9826426645715622
160,0.9887294754415539
161,0.9948154223405191
162,1.000900508045846
163,1.0069847353090835
164,1.0130681068563392
165,1.0191506253886695
166,1.0252322935824603
167,1.0313131140898006
168,1.037393089538848
169,1.0434722225341857
170,1.0495505156571738
171,1.055627971466292
172,1.061704592497475
173,1.0677803812644424
174,1.073855340259021
175,1.07992947195146
176,1.0860027787907418
177,1.0920752632048845
178,1.0981469276012392
179,1.1042177743667823
180,1.1102878058684005
181,1.1163570244531715
182,1.1224254324486385
183,1.1284930321630795
184,1.134559825885772
185,1.1406258158872522
186,1.1466910044195686
187,1.1527553937165325
188,1.1588189859939617
189,1.1648817834499219
190,1.1709437882649618
191,1.1770050026023444
192,1.1830654286082747
193,1.1891250684121222
194,1.1951839241266398
195,1.2012419978481794
196,1.2072992916569023
197,1.2133558076169866
198,1.2194115477768313
199,1.2254665141692558
200,1.2315207088116966
201,1.2375741337064003
202,1.2436267908406133
203,1.249678682186768
204,1.2557298097026657
205,1.261780175331657
206,1.267829781002819
207,1.2738786286311277
208,1.2799267201176308
209,1.2859740573496146
210,1.2920206422007692
211,1.2980664765313514
212,1.3041115621883443
213,1.3101559010056143
214,1.3161994948040654
215,1.3222423453917915
216,1.328284454564226
217,1.3343258241042883
218,1.3403664557825288
219,1.3464063513572713
220,1.3524455125747532
221,1.3584839411692629
222,1.3645216388632755
223,1.3705586073675868
224,1.3765948483814443
225,1.3826303635926762
226,1.3886651546778193
227,1.394699223302244
228,1.4007325711202776
229,1.4067651997753265
230,1.4127971108999948
231,1.4188283061162026
232,1.424858787035302
233,1.4308885552581916
234,1.4369176123754286
235,1.4429459599673398
236,1.4489735996041306
237,1.4550005328459934
238,1.4610267612432124
239,1.4670522863362685
240,1.4730771096559425
241,1.479101232723416
242,1.4851246570503718
243,1.4911473841390912
244,1.4971694154825528
245,1.5031907525645265
246,1.5092113968596685
247,1.5152313498336145
248,1.5212506129430703
249,1.527269187635903
250,1.5332870753512298
251,1.5393042775195054
252,1.545320795562609
253,1.5513366308939294
254,1.557351784918449
255,1.5633662590328274
256,1.5693800546254824
257,1.5753931730766713
258,1.58140561575857
259,1.587417384035353
260,1.5934284792632682
261,1.599438902790716
262,1.6054486559583236
263,1.6114577400990187
264,1.6174661565381039
265,1.623473906593329
266,1.629480991574962
267,1.6354874127858599
268,1.6414931715215384
269,1.6474982690702402
270,1.6535027067130033
271,1.6595064857237274
272,1.6655096073692401
273,1.6715120729093627
274,1.6775138835969732
275,1.683515040678071
276,1.6895155453918391
277,1.6955153989707064
278,1.7015146026404082
279,1.707513157620047
280,1.7135110651221523
281,1.7195083263527389
282,1.7255049425113649
283,1.7315009147911902
284,1.737496244379032
285,1.7434909324554215
286,1.7494849801946586
287,1.755478388764867
288,1.761471159328048
289,1.7674632930401337
290,1.7734547910510396
291,1.779445654504717
292,1.7854358845392038
293,1.7914254822866753
294,1.7974144488734953
295,1.8034027854202646
296,1.8093904930418698
297,1.8153775728475332
298,1.8213640259408588
299,1.8273498534198804
300,1.8333350563771087
301,1.8393196358995765
302,1.845303593068885
303,1.8512869289612488
304,1.8572696446475399
305,1.8632517411933327
306,1.8692332196589467
307,1.87521408109949
308,1.8811943265649014
309,1.887173957099993
310,1.8931529737444917
311,1.8991313775330798
312,1.905109169495436
313,1.911086350656276
314,1.9170629220353914
315,1.9230388846476896
316,1.9290142395032324
317,1.9349889876072746
318,1.9409631299603016
319,1.946936667558068
320,1.9529096013916334
321,1.9588819324474
322,1.964853661707149
323,1.9708247901480762
324,1.9767953187428278
325,1.9827652484595353
326,1.9887345802618506
327,1.9947033151089806
328,2.0006714539557207
329,2.006638997752489
330,2.0126059474453597
331,2.018572303976095
332,2.02453806828218
333,2.0305032412968522
334,2.0364678239491356
335,2.0424318171638713
336,2.048395221861749
337,2.0543580389593386
338,2.060320269369119
339,2.0662819139995103
340,2.072242973754904
341,2.0782034495356903
342,2.08416334223829
343,2.0901226527551824
344,2.0960813819749347
345,2.1020395307822293
346,2.1079971000578936
347,2.1139540906789267
348,2.1199105035185273
349,2.125866339446122
350,2.1318215993273912
351,2.1377762840242958
352,2.143730394395105
353,2.149683931294422
354,2.1556368955732093
355,2.1615892880788152
356,2.1675411096549997
357,2.173492361141958
358,2.1794430433763483
359,2.185393157191314
360,2.1913427034165096
361,2.197291682878124
362,2.2032400963989063
363,2.2091879447981873
364,2.2151352288919046
365,2.2210819494926257
366,2.2270281074095712
367,2.2329737034486374
368,2.238918738412419
369,2.244863213100232
370,2.2508071283081352
371,2.2567504848289532
372,2.2626932834522973
373,2.268635524964588
374,2.2745772101490758
375,2.2805183397858633
376,2.2864589146519245
377,2.2923989355211276
378,2.298338403164254
379,2.304277318349021
380,2.3102156818400985
381,2.316153494399133
382,2.322090756784765
383,2.3280274697526484
