tempo,temp,h,vazao,vazaoideal,tempideal+
1,50.68651280849207,1.1584503341224326,0.008854377448471463,0.084, 30.75
2,43.01234601250789,1.8608860245489809,0.009530084270099543,0.084, 30.75
3,39.6744817072944,2.551944671537392,0.012078636691474751,0.084, 30.75
4,37.79752229587529,3.238428609696171,0.014144697319085043,0.084, 30.75
5,36.59363250283743,3.9223869069903268,0.015934014026609235,0.084, 30.75
6,35.75601547814376,4.604692015821991,0.017536109417657087,0.084, 30.75
7,35.13981273205732,5.285817122854625,0.01900020668415068,0.084, 30.75
8,34.66765412985642,5.966049146800588,0.020357015066846187,0.084, 30.75
9,34.29443804037059,6.645577466167134,0.021627257179521544,0.084, 30.75
10,33.99210499424892,7.324531772033472,0.022825715177130886,0.084, 30.75
11,33.74227096950436,8.003008862659998,0.02396337394707649,0.084, 30.75
12,33.53239608532195,8.68108125364389,0.02504867052026003,0.084, 30.75
13,33.35364548675924,9.358800298692966,0.026088249659294526,0.084, 30.75
14,33.199597756477566,10.036210272627425,0.027087449924596607,0.084, 30.75
15,33.06548310895408,10.713345923481297,0.02805064857314337,0.084, 30.75
16,32.94768417902742,11.390235225963359,0.028981482370660987,0.084, 30.75
17,32.843403249865155,12.066903543544969,0.029883012594374203,0.084, 30.75
18,32.750452308306016,12.743368784109496,0.03075784839376652,0.084, 30.75
19,32.66709478014609,13.419643628318287,0.031608228559572654,0.084, 30.75
20,32.59191491168929,14.09574913475407,0.03243609194185012,0.084, 30.75
21,32.52378180229998,14.771690133201728,0.033243145641842005,0.084, 30.75
22,32.461743707556224,15.447484681515885,0.03403087578131094,0.084, 30.75
23,32.40502967239214,16.123135954172234,0.0348006149231712,0.084, 30.75
24,32.35298179301455,16.798655562543814,0.03555353510984672,0.084, 30.75
25,32.305049671673,17.47405082314541,0.03629069572360711,0.084, 30.75
26,32.260770919721885,18.1493242499649,0.03701304613963299,0.084, 30.75
27,32.219534246616576,18.82407671525504,0.03772143980811507,0.084, 30.75
28,32.180892936995754,19.49806520139062,0.03841624154541924,0.084, 30.75
29,32.14458723317044,20.171300190511186,0.03909793232114743,0.084, 30.75
30,32.11039127229382,20.843791489054595,0.039767196719608953,0.084, 30.75
31,32.07810057471139,21.515554849131536,0.04042466144251403,0.084, 30.75
32,32.04753940848342,22.18660150828079,0.04107090819755405,0.084, 30.75
33,32.01855586450298,22.856939089121433,0.04170646902159441,0.084, 30.75
34,31.99101549461919,23.526574690598242,0.04233183228478447,0.084, 30.75
35,31.964798857183556,24.195514917193268,0.04294744993294599,0.084, 30.75
36,31.939794852759444,24.863770584856223,0.04355374116546077,0.084, 30.75
37,31.91590535873804,25.53135047748309,0.0441510998034333,0.084, 30.75
38,31.893045386461257,26.198259536320865,0.04473989134357251,0.084, 30.75
39,31.871138436371293,26.86450229762512,0.04532045396559434,0.084, 30.75
40,31.850115454221612,27.530082910432057,0.04589310384070585,0.084, 30.75
41,31.829913937987303,28.195005152723752,0.0464581370717539,0.084, 30.75
42,31.810477170647893,28.859272446126475,0.04701583141850777,0.084, 30.75
43,31.79174878519291,29.52289324901574,0.04756644783643525,0.084, 30.75
44,31.773680913506777,30.185871310060058,0.04811023623640643,0.084, 30.75
45,31.75623083546743,30.84820878500641,0.04864742861353217,0.084, 30.75
46,31.739359422839257,31.509907513952662,0.04917824283913062,0.084, 30.75
47,31.723030763487845,32.170969029776806,0.04970288471601914,0.084, 30.75
48,31.707211831897652,32.8313945656415,0.05022154888028148,0.084, 30.75
49,31.691872199452547,33.49118506163258,0.050734419617714105,0.084, 30.75
50,31.67698377897499,34.150341170583125,0.05124167160458365,0.084, 30.75
51,31.662520598874117,34.80886326312885,0.051743470581066715,0.084, 30.75
52,31.648455562502225,35.466755221574026,0.05223997396466907,0.084, 30.75
53,31.63476512497957,36.12401838034646,0.052731334227112105,0.084, 30.75
54,31.62142868291303,36.78065205510828,0.053217694811210706,0.084, 30.75
55,31.60842705627294,37.43665528463873,0.0536991910657925,0.084, 30.75
56,31.595742363018434,38.092026831942675,0.054175951992703156,0.084, 30.75
57,31.583357906681883,38.74676518472599,0.05464810064059231,0.084, 30.75
58,31.57125807536489,39.40086855524993,0.05511575446714413,0.084, 30.75
59,31.559428250805738,40.054334879572956,0.055579025672744524,0.084, 30.75
60,31.54785472635504,40.70716181618499,0.05603802150824492,0.084, 30.75
61,31.536524632847133,41.359346744036294,0.056492844559190895,0.084, 30.75
