tempo,temp,h,vazao,vazaoideal,tempideal+
1,39.0,0.15915494309189535,0.0,0.084, 28.0
2,24.077759973361445,0.8506471143343869,0.003532385530828224,0.084, 28.0
3,32.90970871367152,1.3073500713683945,0.008166439478978335,0.084, 28.0
4,28.768320041679647,1.9896714147332069,0.010124042947127503,0.084, 28.0
5,26.777237141109527,2.6476710049846175,0.012489605234557393,0.084, 28.0
6,28.78930829440593,3.011658736455165,0.014407546869290206,0.084, 28.0
7,27.348923911579647,3.6705042963127483,0.015366002893989216,0.084, 28.0
8,28.5742648222919,4.013330733894709,0.016963712354049143,0.084, 28.0
9,27.472476404358567,4.657661515230092,0.01773823918931485,0.084, 28.0
10,28.40645427469024,4.995595957618502,0.019109177449436156,0.084, 28.0
11,27.516266932917276,5.619485217407371,0.019790268393260625,0.084, 28.0
12,28.285426442509586,5.955679010865095,0.020989703214784577,0.084, 28.0
13,27.539553887777867,6.5524265766888306,0.02160845284724993,0.084, 28.0
14,28.198595077096186,6.887712928682968,0.022665176893472604,0.084, 28.0
15,28.6185511530654,7.217694120439972,0.023237828934923002,0.084, 28.0
16,27.96190774310146,7.8652304097996115,0.02378796374308852,0.084, 28.0
17,28.398620256984675,8.181640253703229,0.024832117592510906,0.084, 28.0
18,27.831116745768306,8.803779813103128,0.025326677553329673,0.084, 28.0
19,28.256990251119117,9.12620333210013,0.02627196866143238,0.084, 28.0
20,28.464904867765455,9.49278746991798,0.026748725974084266,0.084, 28.0
21,27.966129145949775,10.124623831646682,0.027280662338762408,0.084, 28.0
22,28.30753450137071,10.440565820091727,0.028173933136874944,0.084, 28.0
23,27.862729431568535,11.043042764829252,0.02861014435991527,0.084, 28.0
24,28.198800484660502,11.363881267455234,0.029424047185297498,0.084, 28.0
25,28.457923459930953,11.693379835291648,0.02984842192425741,0.084, 28.0
26,28.048600708341368,12.32405894894147,0.03027806101927376,0.084, 28.0
27,28.318504324862214,12.640496260802847,0.03108385789436394,0.084, 28.0
28,27.946799410044974,13.245585905044994,0.031480389242303584,0.084, 28.0
29,28.213398678862152,13.56216996334538,0.032225051356910624,0.084, 28.0
30,28.423818012966233,13.89515078146177,0.032607884401265254,0.084, 28.0
31,28.078307722875817,14.520738900476871,0.0330057543659678,0.084, 28.0
32,28.305200527698,14.838489117274532,0.03374056801237031,0.084, 28.0
33,27.98721454405493,15.439901605763868,0.03410773441309645,0.084, 28.0
34,28.210226907990695,15.754214240555095,0.03479207217013507,0.084, 28.0
35,28.393631416950377,16.086070663680243,0.0351444219821513,0.084, 28.0
36,28.094808032458612,16.706542028597138,0.035512644790729554,0.084, 28.0
