tempo,temp,h,vazao,vazaoideal,tempideal+
728,57.00148937205921,91.8003845946268,0.08483601919125354,0.084, 57.0
729,57.00148937205921,91.80038459462683,0.08483601919125355,0.084, 57.0
730,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
731,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
732,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
733,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
734,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
735,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
736,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
737,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
738,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
739,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
740,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
741,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
742,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
743,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
744,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
745,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
746,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
747,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
748,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
749,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
750,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
751,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
752,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
753,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
754,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
755,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
756,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
757,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
758,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
759,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
760,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
761,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
762,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
763,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
764,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
765,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
766,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
767,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
768,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
769,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
770,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
771,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
772,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
773,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
774,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
775,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
776,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
777,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
778,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
779,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
780,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
781,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
782,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
783,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
784,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
785,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
786,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
787,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
788,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
789,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
790,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
791,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
792,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
793,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
794,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
795,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
796,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
797,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
798,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
799,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
800,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
801,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
802,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
803,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
804,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
805,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
806,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
807,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
808,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
809,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
810,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
